gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-04-17-079,11723492.017937,3123769.592054,16.430593,2.886151,-2.876473,-0.016583,0.013519,-0.008175,2.341489
2020-10-13-16-04-17-089,11723492.046983,3123769.563029,16.430257,2.885009,-2.876181,-0.021287,0.013504,-0.008151,2.341402
2020-10-13-16-04-17-099,11723492.076025,3123769.534003,16.429912,2.884302,-2.876265,-0.022517,0.013595,-0.008114,2.341329
2020-10-13-16-04-17-109,11723492.105102,3123769.504990,16.429600,2.886481,-2.874492,-0.019332,0.013622,-0.008128,2.341247
2020-10-13-16-04-17-119,11723492.134207,3123769.476009,16.429258,2.889103,-2.874353,-0.012059,0.013369,-0.008119,2.341141
2020-10-13-16-04-17-130,11723492.163271,3123769.447006,16.429016,2.887799,-2.874273,-0.008130,0.012981,-0.008088,2.341047
2020-10-13-16-04-17-140,11723492.192318,3123769.418015,16.428754,2.885989,-2.873521,-0.009713,0.012496,-0.008068,2.340970
2020-10-13-16-04-17-150,11723492.221358,3123769.389018,16.428450,2.883990,-2.873066,-0.014464,0.012244,-0.008049,2.340890
2020-10-13-16-04-17-160,11723492.250462,3123769.360051,16.428092,2.886918,-2.871686,-0.013339,0.012638,-0.008124,2.340814
2020-10-13-16-04-17-170,11723492.279515,3123769.331077,16.427882,2.886535,-2.871172,-0.006681,0.012752,-0.008186,2.340731
2020-10-13-16-04-17-180,11723492.308569,3123769.302124,16.427780,2.885590,-2.868366,0.005025,0.012611,-0.008205,2.340655
2020-10-13-16-04-17-190,11723492.337614,3123769.273197,16.427709,2.884767,-2.865700,0.010809,0.012121,-0.008187,2.340577
2020-10-13-16-04-17-200,11723492.366651,3123769.244299,16.427531,2.883882,-2.866548,0.009213,0.011590,-0.008115,2.340480
2020-10-13-16-04-17-210,11723492.395696,3123769.215365,16.427453,2.885090,-2.867239,0.007378,0.011478,-0.008119,2.340425
2020-10-13-16-04-17-220,11723492.424762,3123769.186423,16.427381,2.886207,-2.866907,0.006993,0.011598,-0.008158,2.340360
2020-10-13-16-04-17-230,11723492.453806,3123769.157515,16.427402,2.885884,-2.865166,0.014594,0.011729,-0.008187,2.340285
2020-10-13-16-04-17-240,11723492.482855,3123769.128648,16.427403,2.884288,-2.863465,0.022757,0.011325,-0.008123,2.340215
2020-10-13-16-04-17-250,11723492.511886,3123769.099752,16.427501,2.883403,-2.862877,0.025958,0.011033,-0.008033,2.340158
2020-10-13-16-04-17-259,11723492.540929,3123769.070850,16.427593,2.884536,-2.863480,0.025234,0.010913,-0.007958,2.340092
2020-10-13-16-04-17-269,11723492.569977,3123769.041957,16.427710,2.885706,-2.863253,0.026332,0.010973,-0.007924,2.340009
2020-10-13-16-04-17-279,11723492.599013,3123769.013095,16.427815,2.882398,-2.861579,0.032496,0.010850,-0.007788,2.339940
2020-10-13-16-04-17-289,11723492.628017,3123768.984229,16.427987,2.880880,-2.860157,0.032318,0.010596,-0.007670,2.339882
2020-10-13-16-04-17-299,11723492.657027,3123768.955356,16.428142,2.881395,-2.860616,0.029931,0.010434,-0.007564,2.339805
2020-10-13-16-04-17-309,11723492.686059,3123768.926462,16.428297,2.883288,-2.862520,0.028839,0.010591,-0.007458,2.339712
2020-10-13-16-04-17-319,11723492.715073,3123768.897616,16.428457,2.881393,-2.861266,0.036510,0.010773,-0.007381,2.339661
2020-10-13-16-04-17-329,11723492.744070,3123768.868747,16.428706,2.879325,-2.859504,0.039623,0.010627,-0.007225,2.339599
2020-10-13-16-04-17-339,11723492.773049,3123768.839904,16.428954,2.878439,-2.857705,0.039729,0.010251,-0.007086,2.339533
2020-10-13-16-04-17-349,11723492.802022,3123768.811041,16.429121,2.877818,-2.859012,0.032229,0.010000,-0.007001,2.339449
2020-10-13-16-04-17-359,11723492.831016,3123768.782189,16.429183,2.877979,-2.860553,0.028227,0.010589,-0.006953,2.339408
2020-10-13-16-04-17-369,11723492.859987,3123768.753333,16.429362,2.877326,-2.858715,0.029581,0.010792,-0.006912,2.339351
2020-10-13-16-04-17-380,11723492.888942,3123768.724512,16.429551,2.876512,-2.855767,0.031387,0.010641,-0.006791,2.339282
2020-10-13-16-04-17-390,11723492.917879,3123768.695674,16.429699,2.874385,-2.855876,0.028472,0.010226,-0.006677,2.339215
2020-10-13-16-04-17-400,11723492.946851,3123768.666814,16.429595,2.874916,-2.860106,0.012406,0.010200,-0.006604,2.339171
2020-10-13-16-04-17-410,11723492.975785,3123768.637963,16.429557,2.875732,-2.860707,0.004868,0.010584,-0.006606,2.339129
2020-10-13-16-04-17-420,11723493.004727,3123768.609102,16.429503,2.875120,-2.859952,0.002932,0.011071,-0.006637,2.339066
2020-10-13-16-04-17-430,11723493.033643,3123768.580244,16.429484,2.872496,-2.859009,0.006598,0.011227,-0.006602,2.339000
2020-10-13-16-04-17-440,11723493.062569,3123768.551413,16.429306,2.871441,-2.859082,0.001033,0.010533,-0.006449,2.338943
2020-10-13-16-04-17-450,11723493.091474,3123768.522545,16.429102,2.871472,-2.860588,-0.010315,0.010483,-0.006382,2.338886
2020-10-13-16-04-17-460,11723493.120371,3123768.493659,16.428821,2.870905,-2.862571,-0.019509,0.010924,-0.006363,2.338836
2020-10-13-16-04-17-470,11723493.149253,3123768.464777,16.428519,2.869310,-2.862492,-0.023044,0.011592,-0.006395,2.338773
2020-10-13-16-04-17-480,11723493.178138,3123768.435932,16.428249,2.867637,-2.860573,-0.011792,0.011850,-0.006341,2.338697
2020-10-13-16-04-17-490,11723493.207003,3123768.407068,16.428001,2.867787,-2.860067,-0.011898,0.011627,-0.006239,2.338620
2020-10-13-16-04-17-500,11723493.235880,3123768.378174,16.427688,2.868093,-2.861693,-0.018339,0.011283,-0.006111,2.338553
2020-10-13-16-04-17-509,11723493.264757,3123768.349264,16.427265,2.868041,-2.863461,-0.029974,0.011341,-0.006050,2.338487
2020-10-13-16-04-17-519,11723493.293631,3123768.320408,16.426742,2.868003,-2.862629,-0.033330,0.012475,-0.006103,2.338418
2020-10-13-16-04-17-529,11723493.322502,3123768.291528,16.426368,2.867600,-2.860383,-0.027287,0.013006,-0.006082,2.338342
2020-10-13-16-04-17-539,11723493.351364,3123768.262675,16.426055,2.867183,-2.857836,-0.019495,0.013035,-0.006016,2.338263
2020-10-13-16-04-17-549,11723493.380219,3123768.233835,16.425741,2.867179,-2.856771,-0.017161,0.012745,-0.005862,2.338187
2020-10-13-16-04-17-559,11723493.409122,3123768.205015,16.425234,2.869333,-2.856959,-0.027047,0.012857,-0.005784,2.338110
2020-10-13-16-04-17-569,11723493.438003,3123768.176176,16.424842,2.869332,-2.856202,-0.028831,0.013285,-0.005702,2.338031
2020-10-13-16-04-17-579,11723493.466867,3123768.147359,16.424482,2.868075,-2.854603,-0.025944,0.013758,-0.005655,2.337955
2020-10-13-16-04-17-589,11723493.495724,3123768.118557,16.424169,2.867257,-2.853201,-0.020660,0.014153,-0.005604,2.337885
2020-10-13-16-04-17-599,11723493.524631,3123768.089782,16.423856,2.868812,-2.852135,-0.011469,0.014109,-0.005476,2.337824
2020-10-13-16-04-17-609,11723493.553489,3123768.061002,16.423636,2.868176,-2.851608,-0.008085,0.014183,-0.005419,2.337762
2020-10-13-16-04-17-619,11723493.582341,3123768.032231,16.423461,2.866725,-2.849990,-0.004049,0.014466,-0.005374,2.337712
2020-10-13-16-04-17-630,11723493.611195,3123768.003480,16.423365,2.866115,-2.847593,0.003211,0.014789,-0.005329,2.337655
2020-10-13-16-04-17-640,11723493.640058,3123767.974771,16.423256,2.865462,-2.845717,0.010960,0.014750,-0.005253,2.337622
2020-10-13-16-04-17-650,11723493.668870,3123767.946054,16.423252,2.863472,-2.845181,0.013783,0.014705,-0.005195,2.337584
2020-10-13-16-04-17-660,11723493.697684,3123767.917316,16.423269,2.861734,-2.845692,0.015283,0.014842,-0.005191,2.337538
2020-10-13-16-04-17-670,11723493.726501,3123767.888598,16.423346,2.862162,-2.844879,0.020018,0.015140,-0.005197,2.337495
2020-10-13-16-04-17-680,11723493.755357,3123767.859900,16.423438,2.863036,-2.843675,0.030287,0.015271,-0.005233,2.337451
2020-10-13-16-04-17-690,11723493.784147,3123767.831209,16.423672,2.861431,-2.842685,0.037771,0.015105,-0.005186,2.337432
2020-10-13-16-04-17-700,11723493.812934,3123767.802525,16.423915,2.860502,-2.841600,0.039230,0.014802,-0.005151,2.337415
2020-10-13-16-04-17-710,11723493.841724,3123767.773833,16.424133,2.860044,-2.841684,0.036155,0.014640,-0.005142,2.337391
2020-10-13-16-04-17-720,11723493.870555,3123767.745151,16.424271,2.861493,-2.842014,0.035040,0.015071,-0.005186,2.337353
2020-10-13-16-04-17-730,11723493.899346,3123767.716473,16.424563,2.860830,-2.840684,0.040190,0.015116,-0.005193,2.337313
2020-10-13-16-04-17-740,11723493.928125,3123767.687814,16.424894,2.859365,-2.838382,0.045017,0.014847,-0.005139,2.337284
2020-10-13-16-04-17-750,11723493.956895,3123767.659172,16.425189,2.858619,-2.836832,0.043019,0.014425,-0.005031,2.337250
2020-10-13-16-04-17-759,11723493.985716,3123767.630533,16.425290,2.862219,-2.839560,0.031852,0.014280,-0.004972,2.337198
2020-10-13-16-04-17-769,11723494.014526,3123767.601862,16.425497,2.863025,-2.840080,0.029005,0.014417,-0.004956,2.337167
2020-10-13-16-04-17-779,11723494.043334,3123767.573207,16.425710,2.862537,-2.838418,0.029552,0.014548,-0.004912,2.337133
2020-10-13-16-04-17-789,11723494.072153,3123767.544596,16.425857,2.861329,-2.835685,0.032052,0.014201,-0.004743,2.337082
2020-10-13-16-04-17-799,11723494.100969,3123767.515963,16.426041,2.863226,-2.835366,0.028231,0.013809,-0.004578,2.337031
2020-10-13-16-04-17-809,11723494.129788,3123767.487345,16.426155,2.865385,-2.835508,0.020268,0.013542,-0.004457,2.336975
2020-10-13-16-04-17-819,11723494.158622,3123767.458721,16.426212,2.865508,-2.834722,0.013388,0.013533,-0.004353,2.336930
2020-10-13-16-04-17-829,11723494.187447,3123767.430132,16.426235,2.865019,-2.831967,0.009015,0.013629,-0.004230,2.336895
2020-10-13-16-04-17-839,11723494.216278,3123767.401588,16.426180,2.863914,-2.829370,0.010328,0.013680,-0.004091,2.336851
2020-10-13-16-04-17-849,11723494.245138,3123767.373019,16.426192,2.866936,-2.828123,0.010151,0.013546,-0.003920,2.336794
2020-10-13-16-04-17-859,11723494.273998,3123767.344476,16.426172,2.869463,-2.827236,0.007377,0.013203,-0.003794,2.336739
2020-10-13-16-04-17-869,11723494.302846,3123767.315968,16.426008,2.866408,-2.826031,0.000929,0.012919,-0.003628,2.336705
2020-10-13-16-04-17-880,11723494.331694,3123767.287444,16.425882,2.865897,-2.824071,-0.005371,0.012847,-0.003509,2.336673
2020-10-13-16-04-17-890,11723494.360539,3123767.258934,16.425729,2.865869,-2.822843,-0.008337,0.012959,-0.003406,2.336632
2020-10-13-16-04-17-900,11723494.389388,3123767.230444,16.425590,2.867399,-2.822100,-0.006840,0.013106,-0.003304,2.336594
2020-10-13-16-04-17-910,11723494.418232,3123767.201958,16.425486,2.867089,-2.821234,-0.002674,0.013128,-0.003236,2.336564
2020-10-13-16-04-17-920,11723494.447067,3123767.173521,16.425353,2.863914,-2.818678,0.003568,0.012677,-0.003063,2.336531
2020-10-13-16-04-17-930,11723494.475888,3123767.145064,16.425273,2.863454,-2.817806,0.002748,0.012363,-0.002939,2.336485
2020-10-13-16-04-17-940,11723494.504705,3123767.116606,16.425175,2.863551,-2.818280,0.000251,0.012101,-0.002782,2.336443
2020-10-13-16-04-17-950,11723494.533525,3123767.088121,16.425050,2.863488,-2.820434,-0.003129,0.012010,-0.002632,2.336413
2020-10-13-16-04-17-960,11723494.562361,3123767.059685,16.424844,2.863343,-2.819694,-0.003163,0.012186,-0.002571,2.336386
2020-10-13-16-04-17-970,11723494.591184,3123767.031206,16.424764,2.863247,-2.819850,0.000901,0.012125,-0.002453,2.336365
2020-10-13-16-04-17-980,11723494.619997,3123767.002750,16.424706,2.864065,-2.819370,0.003975,0.011920,-0.002325,2.336329
2020-10-13-16-04-17-990,11723494.648818,3123766.974290,16.424556,2.862078,-2.820731,0.003575,0.011478,-0.002138,2.336313
2020-10-13-16-04-18-000,11723494.677602,3123766.945818,16.424477,2.860301,-2.820482,0.000884,0.011232,-0.001990,2.336293
2020-10-13-16-04-18-009,11723494.706379,3123766.917342,16.424375,2.858888,-2.820154,-0.001922,0.011067,-0.001850,2.336266
2020-10-13-16-04-18-019,11723494.735159,3123766.888874,16.424270,2.859255,-2.819509,-0.002777,0.011025,-0.001686,2.336239
2020-10-13-16-04-18-029,11723494.763955,3123766.860435,16.424108,2.859345,-2.819361,0.000663,0.011039,-0.001579,2.336220
2020-10-13-16-04-18-039,11723494.792679,3123766.831984,16.424150,2.858272,-2.818636,0.005351,0.010891,-0.001395,2.336207
2020-10-13-16-04-18-049,11723494.821363,3123766.803600,16.424200,2.857601,-2.816845,0.006962,0.010577,-0.001229,2.336189
2020-10-13-16-04-18-059,11723494.850049,3123766.775224,16.424242,2.857959,-2.816072,0.006024,0.010204,-0.001061,2.336162
2020-10-13-16-04-18-069,11723494.878748,3123766.746829,16.424272,2.858813,-2.817055,0.004179,0.010000,-0.000889,2.336139
2020-10-13-16-04-18-079,11723494.907372,3123766.718490,16.424317,2.855988,-2.817156,0.005690,0.010225,-0.000842,2.336133
2020-10-13-16-04-18-089,11723494.936045,3123766.690118,16.424418,2.855328,-2.814795,0.010959,0.010221,-0.000705,2.336120
2020-10-13-16-04-18-099,11723494.964714,3123766.661775,16.424553,2.855273,-2.811812,0.015378,0.009974,-0.000594,2.336097
2020-10-13-16-04-18-109,11723494.993356,3123766.633444,16.424704,2.854584,-2.811431,0.017567,0.009640,-0.000452,2.336068
2020-10-13-16-04-18-119,11723495.021972,3123766.605146,16.424832,2.853592,-2.811699,0.015569,0.009543,-0.000394,2.336045
2020-10-13-16-04-18-130,11723495.050607,3123766.576820,16.425006,2.852525,-2.810751,0.018123,0.009646,-0.000352,2.336024
2020-10-13-16-04-18-140,11723495.079230,3123766.548517,16.425249,2.852018,-2.809278,0.025068,0.009729,-0.000282,2.335989
2020-10-13-16-04-18-150,11723495.107859,3123766.520209,16.425563,2.851059,-2.807912,0.033064,0.009512,-0.000234,2.335953
2020-10-13-16-04-18-160,11723495.136446,3123766.491940,16.425838,2.850319,-2.808663,0.031081,0.008993,-0.000133,2.335942
2020-10-13-16-04-18-170,11723495.165052,3123766.463644,16.426107,2.849514,-2.807849,0.028090,0.008889,-0.000145,2.335925
2020-10-13-16-04-18-180,11723495.193650,3123766.435356,16.426366,2.848461,-2.806638,0.025977,0.009073,-0.000205,2.335892
2020-10-13-16-04-18-190,11723495.222221,3123766.407085,16.426701,2.846658,-2.805659,0.031922,0.009362,-0.000298,2.335853
2020-10-13-16-04-18-200,11723495.250771,3123766.378865,16.427162,2.845688,-2.803734,0.045314,0.009281,-0.000410,2.335813
2020-10-13-16-04-18-210,11723495.279313,3123766.350620,16.427631,2.843485,-2.802651,0.050596,0.008969,-0.000416,2.335789
2020-10-13-16-04-18-220,11723495.307838,3123766.322372,16.428078,2.840699,-2.802145,0.048702,0.008534,-0.000454,2.335769
2020-10-13-16-04-18-230,11723495.336352,3123766.294124,16.428443,2.839607,-2.802556,0.039882,0.008308,-0.000538,2.335737
2020-10-13-16-04-18-240,11723495.364837,3123766.265898,16.428809,2.839804,-2.804697,0.037666,0.009073,-0.000785,2.335680
2020-10-13-16-04-18-250,11723495.393347,3123766.237633,16.429260,2.839813,-2.804921,0.044892,0.009514,-0.000980,2.335628
2020-10-13-16-04-18-259,11723495.421824,3123766.209387,16.429819,2.837440,-2.803632,0.056986,0.009376,-0.001073,2.335608
2020-10-13-16-04-18-269,11723495.450297,3123766.181186,16.430266,2.837970,-2.802414,0.046865,0.008268,-0.001019,2.335593
2020-10-13-16-04-18-279,11723495.478778,3123766.152923,16.430629,2.837329,-2.804679,0.033914,0.008023,-0.001107,2.335553
2020-10-13-16-04-18-289,11723495.507240,3123766.124647,16.430899,2.836212,-2.807250,0.022976,0.008435,-0.001237,2.335518
2020-10-13-16-04-18-299,11723495.535715,3123766.096343,16.431144,2.834558,-2.807637,0.019392,0.009217,-0.001428,2.335488
2020-10-13-16-04-18-309,11723495.564149,3123766.068100,16.431484,2.832819,-2.804458,0.028064,0.009854,-0.001585,2.335444
2020-10-13-16-04-18-319,11723495.592603,3123766.039907,16.431929,2.834859,-2.801181,0.040699,0.008989,-0.001439,2.335369
2020-10-13-16-04-18-329,11723495.621039,3123766.011674,16.432218,2.834370,-2.802161,0.031174,0.008140,-0.001347,2.335329
2020-10-13-16-04-18-339,11723495.649484,3123765.983398,16.432319,2.832953,-2.804481,0.010392,0.007760,-0.001303,2.335302
2020-10-13-16-04-18-349,11723495.677913,3123765.955114,16.432273,2.832335,-2.807144,-0.008453,0.008490,-0.001388,2.335273
2020-10-13-16-04-18-359,11723495.706329,3123765.926891,16.432435,2.832152,-2.804906,0.007979,0.010278,-0.001577,2.335198
2020-10-13-16-04-18-369,11723495.734760,3123765.898638,16.432653,2.831787,-2.802828,0.022850,0.010330,-0.001512,2.335153
2020-10-13-16-04-18-380,11723495.763172,3123765.870413,16.432892,2.830586,-2.800249,0.028406,0.009414,-0.001288,2.335123
2020-10-13-16-04-18-390,11723495.791565,3123765.842199,16.432846,2.830579,-2.802659,0.000015,0.008661,-0.001101,2.335054
2020-10-13-16-04-18-400,11723495.819965,3123765.813942,16.432767,2.829725,-2.804936,-0.013406,0.009306,-0.001078,2.335002
2020-10-13-16-04-18-410,11723495.848374,3123765.785660,16.432672,2.828281,-2.805255,-0.015253,0.010534,-0.001147,2.334954
2020-10-13-16-04-18-420,11723495.876757,3123765.757415,16.432711,2.826451,-2.802535,-0.000901,0.011425,-0.001120,2.334910
2020-10-13-16-04-18-430,11723495.905140,3123765.729214,16.432916,2.826166,-2.797898,0.019242,0.011337,-0.000964,2.334855
2020-10-13-16-04-18-440,11723495.933520,3123765.701044,16.432951,2.828647,-2.798240,0.008784,0.009707,-0.000596,2.334788
2020-10-13-16-04-18-450,11723495.961906,3123765.672821,16.432876,2.828474,-2.800245,-0.007916,0.009449,-0.000436,2.334745
2020-10-13-16-04-18-460,11723495.990280,3123765.644584,16.432677,2.826468,-2.801346,-0.023506,0.010163,-0.000426,2.334708
2020-10-13-16-04-18-470,11723496.018630,3123765.616365,16.432519,2.823655,-2.800049,-0.023627,0.011689,-0.000495,2.334662
2020-10-13-16-04-18-480,11723496.046979,3123765.588252,16.432741,2.824864,-2.793277,0.013128,0.012269,-0.000401,2.334632
2020-10-13-16-04-18-490,11723496.075355,3123765.560100,16.432923,2.825650,-2.790417,0.024896,0.011565,-0.000144,2.334600
2020-10-13-16-04-18-500,11723496.103716,3123765.531965,16.433035,2.825499,-2.789784,0.019006,0.010597,0.000095,2.334559
2020-10-13-16-04-18-509,11723496.132052,3123765.503807,16.432982,2.823048,-2.791663,0.000728,0.010291,0.000238,2.334518
2020-10-13-16-04-18-519,11723496.160338,3123765.475701,16.432885,2.820471,-2.792017,-0.008714,0.011907,0.000168,2.334505
2020-10-13-16-04-18-529,11723496.188663,3123765.447575,16.432928,2.820708,-2.789921,0.001931,0.012910,0.000147,2.334486
2020-10-13-16-04-18-539,11723496.217017,3123765.419462,16.433175,2.822325,-2.786901,0.024678,0.013293,0.000187,2.334470
2020-10-13-16-04-18-549,11723496.245354,3123765.391390,16.433545,2.822474,-2.783571,0.042212,0.012599,0.000364,2.334447
2020-10-13-16-04-18-559,11723496.273601,3123765.363351,16.433687,2.817849,-2.784924,0.024277,0.011301,0.000604,2.334436
2020-10-13-16-04-18-569,11723496.301896,3123765.335260,16.433820,2.816490,-2.785375,0.012757,0.011625,0.000612,2.334420
2020-10-13-16-04-18-579,11723496.330169,3123765.307186,16.433970,2.816000,-2.785496,0.011633,0.012623,0.000582,2.334391
2020-10-13-16-04-18-589,11723496.358457,3123765.279116,16.434280,2.815762,-2.783594,0.026040,0.013496,0.000539,2.334371
2020-10-13-16-04-18-599,11723496.386703,3123765.251137,16.434760,2.814823,-2.779127,0.045847,0.012648,0.000653,2.334374
2020-10-13-16-04-18-609,11723496.414952,3123765.223119,16.435171,2.814318,-2.779161,0.046153,0.011978,0.000799,2.334349
2020-10-13-16-04-18-619,11723496.443206,3123765.195074,16.435503,2.813527,-2.780627,0.037017,0.011624,0.000850,2.334309
2020-10-13-16-04-18-630,11723496.471458,3123765.167017,16.435763,2.812729,-2.781961,0.026981,0.012039,0.000815,2.334278
2020-10-13-16-04-18-640,11723496.499680,3123765.139044,16.436196,2.812236,-2.778006,0.040447,0.013127,0.000708,2.334279
2020-10-13-16-04-18-650,11723496.527916,3123765.111076,16.436697,2.812549,-2.773689,0.052598,0.013072,0.000702,2.334253
2020-10-13-16-04-18-660,11723496.556147,3123765.083115,16.437250,2.811439,-2.771383,0.059785,0.012438,0.000804,2.334226
2020-10-13-16-04-18-670,11723496.584367,3123765.055159,16.437760,2.810218,-2.770766,0.056937,0.011802,0.000857,2.334202
2020-10-13-16-04-18-680,11723496.612542,3123765.027258,16.438131,2.808887,-2.770849,0.042893,0.012203,0.000787,2.334178
2020-10-13-16-04-18-690,11723496.640745,3123764.999335,16.438604,2.808283,-2.768854,0.045724,0.012737,0.000705,2.334144
2020-10-13-16-04-18-700,11723496.668970,3123764.971427,16.439161,2.809089,-2.765877,0.054934,0.012907,0.000669,2.334124
2020-10-13-16-04-18-710,11723496.697197,3123764.943543,16.439781,2.810132,-2.763531,0.063442,0.012506,0.000678,2.334110
2020-10-13-16-04-18-720,11723496.725377,3123764.915716,16.440303,2.810276,-2.763814,0.056078,0.011654,0.000740,2.334080
2020-10-13-16-04-18-730,11723496.753583,3123764.887841,16.440790,2.808770,-2.763759,0.048441,0.011448,0.000734,2.334070
2020-10-13-16-04-18-740,11723496.781778,3123764.859981,16.441233,2.807412,-2.762448,0.042514,0.011727,0.000650,2.334052
2020-10-13-16-04-18-750,11723496.809987,3123764.832137,16.441711,2.807706,-2.760301,0.044310,0.012207,0.000553,2.334026
2020-10-13-16-04-18-759,11723496.838173,3123764.804366,16.442337,2.808476,-2.757228,0.058926,0.011906,0.000513,2.333976
2020-10-13-16-04-18-769,11723496.866364,3123764.776576,16.442900,2.808083,-2.755404,0.058984,0.011183,0.000572,2.333957
2020-10-13-16-04-18-779,11723496.894551,3123764.748789,16.443373,2.807334,-2.754751,0.049730,0.010560,0.000604,2.333938
2020-10-13-16-04-18-789,11723496.922747,3123764.720987,16.443740,2.806828,-2.755160,0.037175,0.010517,0.000582,2.333912
2020-10-13-16-04-18-799,11723496.950906,3123764.693249,16.444148,2.807598,-2.754962,0.038089,0.011274,0.000513,2.333863
2020-10-13-16-04-18-809,11723496.979118,3123764.665478,16.444581,2.808565,-2.752487,0.042354,0.011266,0.000493,2.333823
2020-10-13-16-04-18-819,11723497.007319,3123764.637723,16.445041,2.808424,-2.751194,0.046403,0.010845,0.000534,2.333785
2020-10-13-16-04-18-829,11723497.035510,3123764.609976,16.445475,2.808158,-2.751012,0.045376,0.010145,0.000662,2.333755
2020-10-13-16-04-18-839,11723497.063679,3123764.582263,16.445702,2.807643,-2.751367,0.026141,0.009767,0.000722,2.333723
2020-10-13-16-04-18-849,11723497.091873,3123764.554524,16.445931,2.807525,-2.750480,0.018926,0.010029,0.000736,2.333688
2020-10-13-16-04-18-859,11723497.120064,3123764.526794,16.446162,2.806975,-2.749093,0.018868,0.010470,0.000700,2.333639
2020-10-13-16-04-18-869,11723497.148218,3123764.499132,16.446503,2.805428,-2.745808,0.031211,0.010185,0.000793,2.333606
2020-10-13-16-04-18-880,11723497.176390,3123764.471450,16.446802,2.804980,-2.743645,0.031595,0.009691,0.000889,2.333577
2020-10-13-16-04-18-890,11723497.204555,3123764.443777,16.447065,2.804267,-2.742907,0.027296,0.009264,0.000979,2.333544
2020-10-13-16-04-18-900,11723497.232705,3123764.416102,16.447280,2.802804,-2.743155,0.021386,0.009196,0.001052,2.333524
2020-10-13-16-04-18-910,11723497.260852,3123764.388438,16.447470,2.801207,-2.741638,0.017590,0.009434,0.001058,2.333515
2020-10-13-16-04-18-920,11723497.288945,3123764.360866,16.447780,2.800936,-2.739546,0.028590,0.009796,0.001042,2.333475
2020-10-13-16-04-18-930,11723497.317085,3123764.333222,16.448123,2.800409,-2.739047,0.036431,0.009510,0.001103,2.333437
2020-10-13-16-04-18-940,11723497.345199,3123764.305590,16.448471,2.798950,-2.738919,0.038174,0.008878,0.001247,2.333418
2020-10-13-16-04-18-950,11723497.373297,3123764.277953,16.448749,2.797105,-2.739338,0.031710,0.008346,0.001340,2.333416
2020-10-13-16-04-18-960,11723497.401373,3123764.250343,16.448960,2.796653,-2.740394,0.023936,0.008930,0.001284,2.333367
2020-10-13-16-04-18-970,11723497.429456,3123764.222708,16.449260,2.795860,-2.739910,0.028805,0.009194,0.001271,2.333337
2020-10-13-16-04-18-980,11723497.457521,3123764.195092,16.449619,2.794319,-2.738291,0.036154,0.009107,0.001272,2.333313
2020-10-13-16-04-18-990,11723497.485550,3123764.167531,16.449974,2.793141,-2.736724,0.036873,0.008449,0.001334,2.333285
2020-10-13-16-04-19-000,11723497.513602,3123764.139914,16.450300,2.791955,-2.736964,0.033041,0.008140,0.001338,2.333249
2020-10-13-16-04-19-009,11723497.541642,3123764.112290,16.450583,2.790422,-2.737649,0.027678,0.008151,0.001341,2.333215
2020-10-13-16-04-19-019,11723497.569668,3123764.084680,16.450854,2.789223,-2.736788,0.025419,0.008402,0.001279,2.333197
2020-10-13-16-04-19-029,11723497.597683,3123764.057090,16.451156,2.788597,-2.735209,0.028021,0.008650,0.001194,2.333165
2020-10-13-16-04-19-039,11723497.625677,3123764.029578,16.451404,2.788168,-2.733923,0.035146,0.008393,0.001148,2.333114
2020-10-13-16-04-19-049,11723497.653689,3123764.002006,16.451645,2.787326,-2.733808,0.034304,0.008024,0.001143,2.333083
2020-10-13-16-04-19-059,11723497.681705,3123763.974423,16.451819,2.787036,-2.734389,0.027483,0.007779,0.001117,2.333070
2020-10-13-16-04-19-069,11723497.709690,3123763.946847,16.451948,2.784785,-2.734421,0.021141,0.007944,0.001036,2.333048
2020-10-13-16-04-19-079,11723497.737665,3123763.919323,16.452072,2.784591,-2.732752,0.023910,0.008496,0.000918,2.333013
2020-10-13-16-04-19-089,11723497.765636,3123763.891777,16.452261,2.783486,-2.731409,0.027448,0.008433,0.000856,2.332996
2020-10-13-16-04-19-099,11723497.793613,3123763.864215,16.452455,2.782028,-2.730982,0.028919,0.008223,0.000838,2.332975
2020-10-13-16-04-19-109,11723497.821555,3123763.836665,16.452608,2.780453,-2.731557,0.025643,0.008060,0.000812,2.332943
2020-10-13-16-04-19-119,11723497.849486,3123763.809138,16.452687,2.779798,-2.732338,0.022220,0.008319,0.000795,2.332908
2020-10-13-16-04-19-130,11723497.877421,3123763.781589,16.452816,2.779723,-2.732131,0.020746,0.008432,0.000767,2.332880
2020-10-13-16-04-19-140,11723497.905344,3123763.754036,16.452944,2.778335,-2.731904,0.020607,0.008492,0.000743,2.332851
2020-10-13-16-04-19-150,11723497.933269,3123763.726472,16.453072,2.777571,-2.732276,0.020771,0.008535,0.000746,2.332816
2020-10-13-16-04-19-160,11723497.961185,3123763.698944,16.453110,2.777644,-2.732631,0.017551,0.008455,0.000782,2.332804
2020-10-13-16-04-19-170,11723497.989079,3123763.671385,16.453186,2.776109,-2.733330,0.015200,0.008594,0.000795,2.332778
2020-10-13-16-04-19-180,11723498.016970,3123763.643819,16.453254,2.774532,-2.733145,0.014276,0.008855,0.000818,2.332747
