gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-04-43-089,-1571.393100,-2579.775735,15.959031,2.676330,-2.714446,-0.005508,0.007084,-0.001635,2.349822
2020-10-13-16-04-43-099,-1571.366329,-2579.802887,15.959099,2.676262,-2.712800,-0.000570,0.008145,-0.001715,2.349775
2020-10-13-16-04-43-109,-1571.339573,-2579.830004,15.959373,2.675711,-2.709753,0.020163,0.008645,-0.001752,2.349716
2020-10-13-16-04-43-119,-1571.312820,-2579.857121,15.959766,2.675453,-2.708557,0.034857,0.007130,-0.001494,2.349660
2020-10-13-16-04-43-130,-1571.286067,-2579.884251,15.960027,2.675786,-2.710812,0.028128,0.006331,-0.001344,2.349621
2020-10-13-16-04-43-140,-1571.259314,-2579.911405,15.960172,2.675399,-2.713345,0.013906,0.006287,-0.001318,2.349584
2020-10-13-16-04-43-150,-1571.232580,-2579.938562,15.960289,2.673906,-2.714474,0.006688,0.007154,-0.001380,2.349534
2020-10-13-16-04-43-160,-1571.205826,-2579.965700,15.960705,2.673689,-2.710534,0.031457,0.007978,-0.001444,2.349472
2020-10-13-16-04-43-170,-1571.179067,-2579.992821,15.961114,2.675264,-2.708717,0.042826,0.007450,-0.001331,2.349419
2020-10-13-16-04-43-180,-1571.152316,-2580.019940,15.961480,2.676230,-2.709549,0.040269,0.006447,-0.001129,2.349383
2020-10-13-16-04-43-190,-1571.125577,-2580.047081,15.961703,2.675628,-2.712192,0.025489,0.005765,-0.001016,2.349350
2020-10-13-16-04-43-200,-1571.098838,-2580.074268,15.961807,2.673272,-2.714131,0.008913,0.006940,-0.001148,2.349301
2020-10-13-16-04-43-210,-1571.072105,-2580.101412,15.962015,2.672895,-2.712759,0.014841,0.007773,-0.001205,2.349245
2020-10-13-16-04-43-220,-1571.045355,-2580.128546,15.962358,2.674077,-2.710664,0.030380,0.007973,-0.001210,2.349195
2020-10-13-16-04-43-230,-1571.018605,-2580.155657,15.962757,2.675277,-2.708752,0.040531,0.007231,-0.001094,2.349150
2020-10-13-16-04-43-240,-1570.991878,-2580.182815,15.962932,2.673974,-2.711868,0.020175,0.006094,-0.000908,2.349117
2020-10-13-16-04-43-250,-1570.965149,-2580.209959,15.963026,2.673670,-2.713427,0.004346,0.006255,-0.000905,2.349070
2020-10-13-16-04-43-259,-1570.938405,-2580.237124,15.963073,2.673331,-2.713807,-0.003065,0.007027,-0.001010,2.349019
2020-10-13-16-04-43-269,-1570.911669,-2580.264270,15.963197,2.673179,-2.712886,0.003093,0.007948,-0.001071,2.348974
2020-10-13-16-04-43-279,-1570.884919,-2580.291386,15.963530,2.674656,-2.708968,0.023811,0.007507,-0.001047,2.348931
2020-10-13-16-04-43-289,-1570.858181,-2580.318500,15.963755,2.674652,-2.708952,0.024007,0.006810,-0.000923,2.348894
2020-10-13-16-04-43-299,-1570.831446,-2580.345622,15.963886,2.674078,-2.709694,0.013899,0.006294,-0.000877,2.348856
2020-10-13-16-04-43-309,-1570.804715,-2580.372764,15.963906,2.672320,-2.710734,0.000458,0.006552,-0.000945,2.348809
2020-10-13-16-04-43-319,-1570.778001,-2580.399879,15.964043,2.671517,-2.709090,0.006897,0.007849,-0.001057,2.348771
2020-10-13-16-04-43-329,-1570.751276,-2580.426975,15.964228,2.672444,-2.707389,0.016839,0.008041,-0.001090,2.348730
2020-10-13-16-04-43-339,-1570.724519,-2580.454080,15.964463,2.674166,-2.706194,0.023915,0.007635,-0.001042,2.348690
2020-10-13-16-04-43-349,-1570.697793,-2580.481176,15.964601,2.674915,-2.708009,0.012656,0.006976,-0.001016,2.348641
2020-10-13-16-04-43-359,-1570.671048,-2580.508301,15.964684,2.673672,-2.709674,0.004011,0.007125,-0.001057,2.348608
2020-10-13-16-04-43-369,-1570.644328,-2580.535411,15.964743,2.672377,-2.709990,0.000912,0.007659,-0.001121,2.348583
2020-10-13-16-04-43-380,-1570.617590,-2580.562521,15.964831,2.672771,-2.708879,0.003956,0.008182,-0.001178,2.348548
2020-10-13-16-04-43-390,-1570.590840,-2580.589618,15.964991,2.674815,-2.707947,0.012008,0.008267,-0.001204,2.348509
2020-10-13-16-04-43-400,-1570.564102,-2580.616733,15.965132,2.674395,-2.708538,0.010938,0.007486,-0.001130,2.348454
2020-10-13-16-04-43-410,-1570.537373,-2580.643848,15.965189,2.672511,-2.708962,0.003697,0.007246,-0.001135,2.348412
2020-10-13-16-04-43-420,-1570.510658,-2580.670958,15.965172,2.670891,-2.708865,-0.004919,0.007478,-0.001181,2.348367
2020-10-13-16-04-43-430,-1570.483946,-2580.698054,15.965156,2.671189,-2.708510,-0.007095,0.008104,-0.001268,2.348317
2020-10-13-16-04-43-440,-1570.457205,-2580.725172,15.965329,2.673183,-2.707982,0.009232,0.008430,-0.001314,2.348260
2020-10-13-16-04-43-450,-1570.430479,-2580.752269,15.965457,2.672733,-2.707259,0.013574,0.008024,-0.001283,2.348221
2020-10-13-16-04-43-460,-1570.403769,-2580.779357,15.965535,2.671670,-2.707008,0.009036,0.007467,-0.001223,2.348183
2020-10-13-16-04-43-470,-1570.377060,-2580.806459,15.965513,2.670442,-2.707263,-0.001829,0.007278,-0.001215,2.348125
2020-10-13-16-04-43-480,-1570.350348,-2580.833576,15.965496,2.670988,-2.708368,-0.005232,0.008314,-0.001322,2.348063
2020-10-13-16-04-43-490,-1570.323632,-2580.860663,15.965554,2.671446,-2.706505,0.002860,0.008743,-0.001381,2.348014
2020-10-13-16-04-43-500,-1570.296915,-2580.887723,15.965684,2.671822,-2.703752,0.012150,0.008635,-0.001402,2.347960
2020-10-13-16-04-43-509,-1570.270214,-2580.914782,15.965830,2.670397,-2.702701,0.016008,0.008075,-0.001281,2.347912
2020-10-13-16-04-43-519,-1570.243519,-2580.941857,15.965844,2.670016,-2.704444,0.002176,0.007753,-0.001252,2.347847
2020-10-13-16-04-43-529,-1570.216827,-2580.968919,15.965856,2.669410,-2.704580,-0.002577,0.008161,-0.001288,2.347801
2020-10-13-16-04-43-539,-1570.190138,-2580.995970,15.965925,2.668499,-2.703066,0.002290,0.008821,-0.001363,2.347744
2020-10-13-16-04-43-549,-1570.163449,-2581.022998,15.966107,2.668295,-2.700580,0.014387,0.009155,-0.001436,2.347684
2020-10-13-16-04-43-559,-1570.136773,-2581.050010,15.966382,2.667500,-2.698358,0.024052,0.008299,-0.001286,2.347649
2020-10-13-16-04-43-569,-1570.110095,-2581.077020,15.966564,2.667332,-2.698100,0.019339,0.007907,-0.001253,2.347608
2020-10-13-16-04-43-579,-1570.083441,-2581.104028,15.966689,2.665693,-2.698584,0.011744,0.007994,-0.001283,2.347561
2020-10-13-16-04-43-589,-1570.056795,-2581.131030,15.966838,2.664089,-2.697946,0.011168,0.008654,-0.001370,2.347504
2020-10-13-16-04-43-599,-1570.030136,-2581.158011,15.967199,2.664573,-2.694764,0.029630,0.009080,-0.001448,2.347443
2020-10-13-16-04-43-609,-1570.003486,-2581.184975,15.967561,2.664162,-2.692887,0.038365,0.008736,-0.001413,2.347388
2020-10-13-16-04-43-619,-1569.976869,-2581.211917,15.967910,2.663517,-2.693176,0.037931,0.008142,-0.001328,2.347343
2020-10-13-16-04-43-630,-1569.950238,-2581.238896,15.968175,2.662537,-2.694684,0.029168,0.007916,-0.001297,2.347300
2020-10-13-16-04-43-640,-1569.923608,-2581.265866,15.968427,2.662954,-2.694254,0.023883,0.008789,-0.001422,2.347243
2020-10-13-16-04-43-650,-1569.896976,-2581.292817,15.968754,2.662983,-2.692934,0.030205,0.009168,-0.001452,2.347181
2020-10-13-16-04-43-660,-1569.870348,-2581.319749,15.969137,2.662443,-2.690531,0.037349,0.008970,-0.001456,2.347128
2020-10-13-16-04-43-670,-1569.843756,-2581.346679,15.969482,2.660113,-2.690646,0.036143,0.008371,-0.001355,2.347095
2020-10-13-16-04-43-680,-1569.817130,-2581.373630,15.969691,2.661444,-2.691117,0.021189,0.008390,-0.001371,2.347039
2020-10-13-16-04-43-690,-1569.790533,-2581.400552,15.969920,2.660705,-2.691090,0.018585,0.008869,-0.001448,2.346971
2020-10-13-16-04-43-700,-1569.763931,-2581.427464,15.970210,2.659673,-2.688935,0.024662,0.009319,-0.001499,2.346901
2020-10-13-16-04-43-710,-1569.737357,-2581.454349,15.970537,2.657238,-2.686184,0.030512,0.009182,-0.001510,2.346844
2020-10-13-16-04-43-720,-1569.710773,-2581.481245,15.970798,2.658195,-2.686515,0.024262,0.008471,-0.001422,2.346796
2020-10-13-16-04-43-730,-1569.684179,-2581.508142,15.970981,2.659269,-2.687431,0.015728,0.008493,-0.001470,2.346742
2020-10-13-16-04-43-740,-1569.657598,-2581.535036,15.971137,2.658563,-2.687704,0.011350,0.008914,-0.001563,2.346686
2020-10-13-16-04-43-750,-1569.631040,-2581.561902,15.971389,2.655736,-2.683927,0.019328,0.009269,-0.001637,2.346620
2020-10-13-16-04-43-759,-1569.604477,-2581.588763,15.971623,2.655074,-2.682686,0.022912,0.009118,-0.001616,2.346560
2020-10-13-16-04-43-769,-1569.577911,-2581.615604,15.971834,2.656817,-2.682239,0.020921,0.008786,-0.001591,2.346501
2020-10-13-16-04-43-779,-1569.551341,-2581.642461,15.971965,2.657545,-2.683625,0.012470,0.008529,-0.001627,2.346446
2020-10-13-16-04-43-789,-1569.524776,-2581.669320,15.972032,2.656890,-2.683947,0.004090,0.008682,-0.001694,2.346387
2020-10-13-16-04-43-799,-1569.498249,-2581.696160,15.972141,2.653605,-2.681907,0.005420,0.009361,-0.001833,2.346339
2020-10-13-16-04-43-809,-1569.471707,-2581.722990,15.972271,2.653728,-2.680928,0.010784,0.009558,-0.001858,2.346278
2020-10-13-16-04-43-819,-1569.445132,-2581.749826,15.972424,2.655849,-2.680143,0.014642,0.009311,-0.001847,2.346229
2020-10-13-16-04-43-829,-1569.418585,-2581.776636,15.972521,2.656474,-2.680099,0.010855,0.008808,-0.001860,2.346181
2020-10-13-16-04-43-839,-1569.392066,-2581.803476,15.972529,2.652893,-2.680547,-0.000357,0.008820,-0.001869,2.346134
2020-10-13-16-04-43-849,-1569.365546,-2581.830295,15.972513,2.651801,-2.680402,-0.005556,0.009151,-0.001952,2.346078
2020-10-13-16-04-43-859,-1569.339011,-2581.857115,15.972529,2.652480,-2.679781,-0.002839,0.009608,-0.001997,2.346030
2020-10-13-16-04-43-869,-1569.312472,-2581.883929,15.972649,2.653027,-2.677926,0.006997,0.009404,-0.002008,2.345988
2020-10-13-16-04-43-880,-1569.285966,-2581.910709,15.972724,2.651335,-2.676652,0.007662,0.009091,-0.001989,2.345949
2020-10-13-16-04-43-890,-1569.259470,-2581.937484,15.972782,2.649812,-2.675813,0.005305,0.008922,-0.001970,2.345921
2020-10-13-16-04-43-900,-1569.232961,-2581.964260,15.972817,2.649810,-2.674895,0.002291,0.009125,-0.002008,2.345879
2020-10-13-16-04-43-910,-1569.206470,-2581.991013,15.972903,2.649467,-2.673806,0.005674,0.009596,-0.002079,2.345827
2020-10-13-16-04-43-920,-1569.179974,-2582.017753,15.973169,2.648452,-2.670496,0.021300,0.009605,-0.002078,2.345793
2020-10-13-16-04-43-930,-1569.153490,-2582.044465,15.973404,2.648187,-2.668589,0.025752,0.009206,-0.002010,2.345761
2020-10-13-16-04-43-940,-1569.127025,-2582.071171,15.973620,2.647189,-2.668750,0.023801,0.008798,-0.001970,2.345731
2020-10-13-16-04-43-950,-1569.100530,-2582.097905,15.973797,2.648408,-2.670365,0.018718,0.008802,-0.001987,2.345702
2020-10-13-16-04-43-960,-1569.074048,-2582.124623,15.974051,2.648248,-2.669261,0.023254,0.009496,-0.002071,2.345669
2020-10-13-16-04-43-970,-1569.047568,-2582.151314,15.974373,2.647817,-2.666935,0.032421,0.009564,-0.002058,2.345634
2020-10-13-16-04-43-980,-1569.021094,-2582.177989,15.974738,2.647373,-2.665307,0.038169,0.009197,-0.001991,2.345619
2020-10-13-16-04-43-990,-1568.994619,-2582.204682,15.975057,2.647640,-2.666626,0.031698,0.008677,-0.001921,2.345586
2020-10-13-16-04-44-000,-1568.968148,-2582.231358,15.975355,2.647457,-2.666316,0.027801,0.008695,-0.001921,2.345562
2020-10-13-16-04-44-009,-1568.941680,-2582.258024,15.975645,2.646070,-2.664207,0.026500,0.008937,-0.001964,2.345523
2020-10-13-16-04-44-019,-1568.915234,-2582.284660,15.975979,2.644931,-2.662142,0.030827,0.009111,-0.001998,2.345485
2020-10-13-16-04-44-029,-1568.888783,-2582.311294,15.976372,2.644401,-2.660799,0.037611,0.008990,-0.001993,2.345461
2020-10-13-16-04-44-039,-1568.862246,-2582.337999,15.976597,2.645908,-2.662659,0.035436,0.008323,-0.001949,2.345417
2020-10-13-16-04-44-049,-1568.835735,-2582.364677,15.976787,2.645402,-2.662857,0.029011,0.008014,-0.001968,2.345387
2020-10-13-16-04-44-059,-1568.809245,-2582.391335,15.976917,2.644019,-2.661824,0.021788,0.008075,-0.002035,2.345357
2020-10-13-16-04-44-069,-1568.782770,-2582.417990,15.977039,2.642125,-2.660970,0.019239,0.008412,-0.002125,2.345313
2020-10-13-16-04-44-079,-1568.756249,-2582.444655,15.977210,2.642900,-2.659743,0.028751,0.008504,-0.002202,2.345261
2020-10-13-16-04-44-089,-1568.729749,-2582.471295,15.977408,2.643866,-2.658456,0.030773,0.008116,-0.002206,2.345231
2020-10-13-16-04-44-099,-1568.703274,-2582.497914,15.977557,2.643149,-2.657566,0.026314,0.007629,-0.002232,2.345192
2020-10-13-16-04-44-109,-1568.676821,-2582.524538,15.977632,2.640708,-2.657635,0.018129,0.007413,-0.002295,2.345142
2020-10-13-16-04-44-119,-1568.650329,-2582.551173,15.977633,2.640738,-2.657137,0.014460,0.007925,-0.002413,2.345089
2020-10-13-16-04-44-130,-1568.623859,-2582.577776,15.977725,2.641710,-2.655769,0.017339,0.008105,-0.002540,2.345037
2020-10-13-16-04-44-140,-1568.597387,-2582.604379,15.977860,2.641680,-2.655026,0.022741,0.007968,-0.002571,2.344991
2020-10-13-16-04-44-150,-1568.570927,-2582.630967,15.977997,2.641144,-2.654185,0.024653,0.007491,-0.002604,2.344958
2020-10-13-16-04-44-160,-1568.544442,-2582.657576,15.977941,2.640503,-2.654133,0.012604,0.007151,-0.002670,2.344918
2020-10-13-16-04-44-170,-1568.517981,-2582.684158,15.977945,2.640704,-2.653568,0.007854,0.007338,-0.002780,2.344866
2020-10-13-16-04-44-180,-1568.491537,-2582.710725,15.977951,2.640019,-2.652884,0.007618,0.007597,-0.002953,2.344815
2020-10-13-16-04-44-190,-1568.465099,-2582.737276,15.977997,2.639286,-2.651371,0.011688,0.007644,-0.003036,2.344774
2020-10-13-16-04-44-200,-1568.438619,-2582.763856,15.977975,2.639016,-2.650515,0.012205,0.007245,-0.003073,2.344714
2020-10-13-16-04-44-210,-1568.412181,-2582.790410,15.977977,2.638936,-2.651191,0.009561,0.007091,-0.003126,2.344662
2020-10-13-16-04-44-220,-1568.385739,-2582.816968,15.977945,2.638759,-2.651119,0.005664,0.007135,-0.003227,2.344604
2020-10-13-16-04-44-230,-1568.359327,-2582.843499,15.977904,2.637481,-2.650211,0.003840,0.007364,-0.003354,2.344542
2020-10-13-16-04-44-240,-1568.332869,-2582.870055,15.977888,2.637474,-2.649231,0.011013,0.007569,-0.003427,2.344483
2020-10-13-16-04-44-250,-1568.306433,-2582.896600,15.977932,2.637361,-2.648823,0.014749,0.007469,-0.003482,2.344424
2020-10-13-16-04-44-259,-1568.280021,-2582.923123,15.977978,2.636914,-2.648519,0.015418,0.007253,-0.003486,2.344378
2020-10-13-16-04-44-269,-1568.253627,-2582.949650,15.977986,2.635009,-2.648741,0.011824,0.007128,-0.003537,2.344340
2020-10-13-16-04-44-279,-1568.227207,-2582.976192,15.977949,2.633788,-2.648207,0.011646,0.007551,-0.003603,2.344273
2020-10-13-16-04-44-289,-1568.200817,-2583.002707,15.978019,2.634137,-2.647612,0.016277,0.007738,-0.003657,2.344212
2020-10-13-16-04-44-299,-1568.174430,-2583.029218,15.978131,2.633836,-2.646987,0.021209,0.007683,-0.003663,2.344153
2020-10-13-16-04-44-309,-1568.148044,-2583.055735,15.978249,2.633286,-2.646946,0.022957,0.007374,-0.003631,2.344107
2020-10-13-16-04-44-319,-1568.121650,-2583.082277,15.978238,2.631885,-2.647935,0.015911,0.007260,-0.003646,2.344061
2020-10-13-16-04-44-329,-1568.095286,-2583.108785,15.978294,2.632193,-2.647895,0.013650,0.007476,-0.003674,2.344011
2020-10-13-16-04-44-339,-1568.068924,-2583.135304,15.978368,2.631335,-2.647894,0.015009,0.007714,-0.003725,2.343959
2020-10-13-16-04-44-349,-1568.042570,-2583.161811,15.978477,2.630636,-2.647048,0.018832,0.007806,-0.003739,2.343909
2020-10-13-16-04-44-359,-1568.016194,-2583.188333,15.978515,2.630252,-2.646339,0.018350,0.007460,-0.003685,2.343864
2020-10-13-16-04-44-369,-1567.989840,-2583.214839,15.978562,2.630444,-2.646348,0.013443,0.007309,-0.003628,2.343804
2020-10-13-16-04-44-380,-1567.963485,-2583.241343,15.978551,2.630924,-2.646497,0.006631,0.007299,-0.003624,2.343753
2020-10-13-16-04-44-390,-1567.937143,-2583.267840,15.978497,2.630091,-2.646020,0.001290,0.007518,-0.003655,2.343707
2020-10-13-16-04-44-400,-1567.910768,-2583.294356,15.978415,2.630232,-2.645516,0.003054,0.007884,-0.003664,2.343652
2020-10-13-16-04-44-410,-1567.884421,-2583.320848,15.978369,2.630334,-2.645239,0.003192,0.007895,-0.003664,2.343606
2020-10-13-16-04-44-420,-1567.858082,-2583.347336,15.978320,2.629875,-2.645220,0.003186,0.007780,-0.003641,2.343565
2020-10-13-16-04-44-430,-1567.831754,-2583.373817,15.978230,2.628635,-2.644435,-0.000164,0.007714,-0.003611,2.343527
2020-10-13-16-04-44-440,-1567.805398,-2583.400307,15.978035,2.627725,-2.643405,-0.005402,0.007862,-0.003642,2.343461
2020-10-13-16-04-44-450,-1567.779076,-2583.426784,15.977902,2.627258,-2.643551,-0.006474,0.007992,-0.003647,2.343406
2020-10-13-16-04-44-460,-1567.752760,-2583.453251,15.977760,2.627248,-2.643316,-0.006953,0.008086,-0.003655,2.343352
2020-10-13-16-04-44-470,-1567.726445,-2583.479729,15.977610,2.626873,-2.643658,-0.007449,0.008184,-0.003680,2.343303
2020-10-13-16-04-44-480,-1567.700100,-2583.506193,15.977414,2.627079,-2.641498,-0.006974,0.008212,-0.003707,2.343259
2020-10-13-16-04-44-490,-1567.673795,-2583.532649,15.977262,2.625630,-2.641039,-0.007279,0.008209,-0.003756,2.343205
2020-10-13-16-04-44-500,-1567.647511,-2583.559097,15.977120,2.624083,-2.641122,-0.006276,0.008363,-0.003777,2.343175
2020-10-13-16-04-44-509,-1567.621211,-2583.585526,15.976993,2.624757,-2.639181,-0.004588,0.008577,-0.003832,2.343147
2020-10-13-16-04-44-519,-1567.594903,-2583.611960,15.976880,2.623250,-2.637428,0.002552,0.008713,-0.003901,2.343108
2020-10-13-16-04-44-529,-1567.568634,-2583.638353,15.976843,2.622329,-2.635122,0.006321,0.008686,-0.003934,2.343072
2020-10-13-16-04-44-539,-1567.542380,-2583.664744,15.976796,2.620648,-2.634347,0.005631,0.008568,-0.003965,2.343035
2020-10-13-16-04-44-549,-1567.516128,-2583.691134,15.976764,2.620168,-2.634379,0.005939,0.008626,-0.003995,2.343003
2020-10-13-16-04-44-559,-1567.489834,-2583.717540,15.976709,2.622175,-2.635176,0.009065,0.009052,-0.004118,2.342957
2020-10-13-16-04-44-569,-1567.463578,-2583.743926,15.976781,2.621449,-2.634812,0.016464,0.009176,-0.004162,2.342933
2020-10-13-16-04-44-579,-1567.437332,-2583.770289,15.976897,2.620921,-2.633148,0.021910,0.009068,-0.004166,2.342925
2020-10-13-16-04-44-589,-1567.411085,-2583.796655,15.976997,2.619928,-2.632012,0.021409,0.008824,-0.004167,2.342906
2020-10-13-16-04-44-599,-1567.384829,-2583.823038,15.977044,2.619624,-2.632981,0.020347,0.009056,-0.004211,2.342869
2020-10-13-16-04-44-609,-1567.358590,-2583.849400,15.977188,2.619323,-2.632221,0.022766,0.009245,-0.004263,2.342840
2020-10-13-16-04-44-619,-1567.332378,-2583.875729,15.977388,2.617843,-2.629935,0.028406,0.009331,-0.004297,2.342803
2020-10-13-16-04-44-630,-1567.306182,-2583.902050,15.977629,2.615598,-2.628170,0.033316,0.009269,-0.004293,2.342770
2020-10-13-16-04-44-640,-1567.279920,-2583.928413,15.977812,2.617330,-2.628918,0.033727,0.009110,-0.004269,2.342721
2020-10-13-16-04-44-650,-1567.253702,-2583.954744,15.978062,2.618026,-2.629676,0.033680,0.009010,-0.004262,2.342677
2020-10-13-16-04-44-660,-1567.227503,-2583.981074,15.978297,2.617259,-2.630537,0.031807,0.008961,-0.004245,2.342639
2020-10-13-16-04-44-670,-1567.201300,-2584.007400,15.978503,2.616632,-2.629820,0.028571,0.008936,-0.004237,2.342602
2020-10-13-16-04-44-680,-1567.175063,-2584.033750,15.978636,2.616784,-2.629970,0.026278,0.009123,-0.004278,2.342552
2020-10-13-16-04-44-690,-1567.148837,-2584.060073,15.978844,2.618438,-2.628618,0.027513,0.009177,-0.004286,2.342503
2020-10-13-16-04-44-700,-1567.122624,-2584.086383,15.979040,2.618003,-2.627285,0.026912,0.009046,-0.004294,2.342452
2020-10-13-16-04-44-710,-1567.096438,-2584.112670,15.979209,2.616436,-2.626146,0.024477,0.008815,-0.004243,2.342412
2020-10-13-16-04-44-720,-1567.070210,-2584.138982,15.979213,2.615845,-2.625424,0.013490,0.008649,-0.004207,2.342347
2020-10-13-16-04-44-730,-1567.043997,-2584.165282,15.979237,2.616721,-2.625757,0.006694,0.008804,-0.004227,2.342288
2020-10-13-16-04-44-740,-1567.017789,-2584.191561,15.979248,2.617874,-2.625237,0.004854,0.009103,-0.004263,2.342242
2020-10-13-16-04-44-750,-1566.991573,-2584.217825,15.979273,2.618211,-2.623190,0.006553,0.009272,-0.004318,2.342175
2020-10-13-16-04-44-759,-1566.965352,-2584.244077,15.979258,2.616772,-2.620613,0.008974,0.008854,-0.004261,2.342135
2020-10-13-16-04-44-769,-1566.939149,-2584.270322,15.979217,2.616703,-2.620670,0.002728,0.008563,-0.004220,2.342098
2020-10-13-16-04-44-779,-1566.912930,-2584.296562,15.979103,2.618208,-2.620555,-0.005615,0.008562,-0.004208,2.342067
2020-10-13-16-04-44-789,-1566.886714,-2584.322791,15.978955,2.618327,-2.619508,-0.010732,0.008930,-0.004300,2.342013
2020-10-13-16-04-44-799,-1566.860497,-2584.348999,15.978847,2.616164,-2.616138,-0.002343,0.009258,-0.004308,2.341950
2020-10-13-16-04-44-809,-1566.834308,-2584.375186,15.978786,2.614873,-2.614596,0.001531,0.009105,-0.004274,2.341899
2020-10-13-16-04-44-819,-1566.808117,-2584.401368,15.978719,2.615138,-2.614285,0.001600,0.008824,-0.004207,2.341850
2020-10-13-16-04-44-829,-1566.781915,-2584.427567,15.978611,2.616406,-2.615918,-0.002300,0.008673,-0.004142,2.341802
2020-10-13-16-04-44-839,-1566.755695,-2584.453774,15.978431,2.615385,-2.615704,-0.005062,0.009028,-0.004198,2.341754
2020-10-13-16-04-44-849,-1566.729519,-2584.479948,15.978361,2.614363,-2.614655,-0.000766,0.009282,-0.004175,2.341711
2020-10-13-16-04-44-859,-1566.703342,-2584.506107,15.978348,2.614286,-2.613115,0.005881,0.009324,-0.004134,2.341651
2020-10-13-16-04-44-869,-1566.677152,-2584.532277,15.978365,2.614832,-2.612893,0.010272,0.009029,-0.004057,2.341600
2020-10-13-16-04-44-880,-1566.650951,-2584.558461,15.978268,2.613748,-2.612940,0.005393,0.008740,-0.003968,2.341567
2020-10-13-16-04-44-890,-1566.624790,-2584.584612,15.978234,2.612657,-2.612070,0.003089,0.008845,-0.003927,2.341507
2020-10-13-16-04-44-900,-1566.598651,-2584.610758,15.978234,2.610895,-2.611906,0.005676,0.009167,-0.003911,2.341442
2020-10-13-16-04-44-910,-1566.572502,-2584.636899,15.978321,2.610493,-2.610755,0.014123,0.009363,-0.003900,2.341378
2020-10-13-16-04-44-920,-1566.546331,-2584.663052,15.978397,2.610593,-2.610318,0.020499,0.008927,-0.003767,2.341324
2020-10-13-16-04-44-930,-1566.520198,-2584.689178,15.978514,2.609986,-2.609524,0.020361,0.008659,-0.003705,2.341270
2020-10-13-16-04-44-940,-1566.494072,-2584.715307,15.978607,2.609071,-2.609524,0.017208,0.008576,-0.003669,2.341213
2020-10-13-16-04-44-950,-1566.467939,-2584.741453,15.978678,2.607300,-2.609631,0.019866,0.009036,-0.003726,2.341151
2020-10-13-16-04-44-960,-1566.441839,-2584.767558,15.978864,2.607177,-2.608046,0.026370,0.009166,-0.003713,2.341099
2020-10-13-16-04-44-970,-1566.415735,-2584.793659,15.979101,2.606366,-2.606200,0.032273,0.008990,-0.003670,2.341048
2020-10-13-16-04-44-980,-1566.389648,-2584.819741,15.979349,2.605441,-2.604806,0.033883,0.008627,-0.003594,2.340988
2020-10-13-16-04-44-990,-1566.363527,-2584.845851,15.979455,2.605304,-2.605331,0.024544,0.008392,-0.003573,2.340927
2020-10-13-16-04-45-000,-1566.337465,-2584.871927,15.979624,2.603710,-2.605704,0.021555,0.008558,-0.003572,2.340871
2020-10-13-16-04-45-009,-1566.311388,-2584.898008,15.979803,2.603806,-2.604948,0.022709,0.008868,-0.003577,2.340825
2020-10-13-16-04-45-019,-1566.285316,-2584.924064,15.980020,2.604299,-2.603242,0.026922,0.009048,-0.003606,2.340760
2020-10-13-16-04-45-029,-1566.259238,-2584.950112,15.980302,2.604491,-2.601400,0.034071,0.008879,-0.003564,2.340696
2020-10-13-16-04-45-039,-1566.233128,-2584.976177,15.980512,2.604194,-2.601714,0.027320,0.008122,-0.003459,2.340645
2020-10-13-16-04-45-049,-1566.207073,-2585.002217,15.980718,2.602383,-2.601728,0.019068,0.007977,-0.003417,2.340586
2020-10-13-16-04-45-059,-1566.181031,-2585.028253,15.980872,2.601580,-2.602182,0.012471,0.008228,-0.003391,2.340529
2020-10-13-16-04-45-069,-1566.154970,-2585.054291,15.981023,2.602226,-2.601661,0.010944,0.008675,-0.003442,2.340464
2020-10-13-16-04-45-079,-1566.128913,-2585.080309,15.981296,2.601840,-2.599750,0.022349,0.008662,-0.003346,2.340399
2020-10-13-16-04-45-089,-1566.102856,-2585.106316,15.981517,2.602515,-2.597942,0.023119,0.008286,-0.003261,2.340338
2020-10-13-16-04-45-099,-1566.076818,-2585.132306,15.981683,2.601685,-2.596838,0.017583,0.007838,-0.003186,2.340271
2020-10-13-16-04-45-109,-1566.050793,-2585.158296,15.981790,2.600467,-2.596902,0.010397,0.007741,-0.003109,2.340209
2020-10-13-16-04-45-119,-1566.024761,-2585.184282,15.981892,2.599424,-2.595975,0.008464,0.008424,-0.003166,2.340163
2020-10-13-16-04-45-130,-1565.998739,-2585.210249,15.982056,2.599035,-2.594176,0.015030,0.008769,-0.003135,2.340108
2020-10-13-16-04-45-140,-1565.972707,-2585.236189,15.982295,2.599708,-2.591187,0.024017,0.008671,-0.003075,2.340043
2020-10-13-16-04-45-150,-1565.946682,-2585.262114,15.982526,2.599601,-2.589169,0.025955,0.008016,-0.002937,2.339979
2020-10-13-16-04-45-160,-1565.920664,-2585.288060,15.982581,2.598428,-2.591080,0.008922,0.007568,-0.002856,2.339914
2020-10-13-16-04-45-170,-1565.894657,-2585.313993,15.982633,2.598544,-2.591947,0.001923,0.007929,-0.002845,2.339840
2020-10-13-16-04-45-180,-1565.868634,-2585.339917,15.982712,2.599847,-2.591227,0.003584,0.008582,-0.002853,2.339778
